id	output
{"address":"0xFc717a238C1a555C47fbaB7f45C34f4ad6801A0b","chainId":56}	{"name": "MetaverseCoin", "symbol": "MVC", "decimals": 18}
{"address":"0x1b7e114a1B7Df8041f11BDb717d46f798b66Ee8f","chainId":56}	{"name": "Minereum32 - Only 32 Tokens Supply", "symbol": "M32", "decimals": 18}
{"address":"0x8c51D12f06C61af01D0D9f80401e8351733D54a0","chainId":56}	{"name": "TeenyCapCoin", "symbol": "TEENY", "decimals": 18}
{"address":"0x8B56b2eC521A4fA477eDbCF72bF373A10d64409B","chainId":56}	{"name": "ENERGON", "symbol": "⚡", "decimals": 18}
{"address":"0xFaf5cfE5FCC6D8368Bf0F33eBdbaA807b91C6CcC","chainId":56}	{"name": "Ether Computer Systems", "symbol": "ECSS", "decimals": 18}
{"address":"0x27a215C938D20a65E28d278D2B5d80e6CeaddD58","chainId":56}	{"name": "RexusXX70Poseidon", "symbol": "RXP", "decimals": 18}
{"address":"0xDB31891C4f0C72Cf448b41b2Da4B39B2D634F9d4","chainId":56}	{"name": "BITBIX", "symbol": "BBX", "decimals": 18}
{"address":"0x50e19bF310D44524E0C2e6EcfaAccb859893c8DC","chainId":56}	{"name": "FlokiPepe", "symbol": "FlokiPepe", "decimals": 18}
{"address":"0x5621b5A3f4a8008c4CCDd1b942B121c8B1944F1f","chainId":56}	{"name": "Exeedme", "symbol": "XED", "decimals": 18}
{"address":"0xB2b73560B0011a223bA385b45E11908E50512cae","chainId":56}	{"name": "Chick", "symbol": "CHICK", "decimals": 9}
{"address":"0xa5ef6e5Bec2B404498b9F2C50664939430efBeFf","chainId":56}	{"name": "Kermint Coin", "symbol": "KMC", "decimals": 18}
{"address":"0xFb4ADA5133132AE1f3e141f22F70cF98c44C7347","chainId":56}	{"name": "ElonX Coin", "symbol": "ElonX", "decimals": 18}
{"address":"0xDe16f585f31006807Be2fbf50c74DE9cfEBD538a","chainId":56}	{"name": "The Digital Dollar", "symbol": "$", "decimals": 18}
{"address":"0xFe2291Bd678F9a420dEa132fAFA27194c6dFed28","chainId":56}	{"name": "The Digital Euro", "symbol": "Eur", "decimals": 18}
{"address":"0x4136129Ac3aC90cF9817548b24D35E73E9457e05","chainId":56}	{"name": "EDE", "symbol": "EDE", "decimals": 18}
{"address":"0x43F649919f4ac48874D7f65D361702E4447Dec0c","chainId":56}	{"name": "alpha EDE", "symbol": "aEDE", "decimals": 18}
{"address":"0x2A1084Bf642F652ef7c337891a88e59452a7b47E","chainId":56}	{"name": "Crashbandicoot", "symbol": "Crashbandicoot", "decimals": 12}
{"address":"0x6E5efAAB6C0D32ba6e695Ee990fFD29117C6fcA7","chainId":56}	{"name": "GOLDCOİN", "symbol": "GOLDCOİN", "decimals": 18}
{"address":"0x023b05DB42C10bD40c16335cE339F92BDc23c075","chainId":56}	{"name": "Btcminig", "symbol": "BTM", "decimals": 18}
{"address":"0x21eEc843B47150fD0702A61dB55F43D912aBa3B2","chainId":56}	{"name": "BlockRemiter", "symbol": "BR", "decimals": 12}
{"address":"0xF0b6e29C429BBb8E1448340f0776bE933805344e","chainId":56}	{"name": "United Emirate Decentralized Coin", "symbol": "UEDC", "decimals": 18}
{"address":"0x8e06AE620ac6314eB90d2281EBd208859343E277","chainId":56}	{"name": "Dwarf Viking", "symbol": "DWRF", "decimals": 9}
{"address":"0x4B82f429De0c47f92ACEd36DD87021BAF97e1e37","chainId":56}	{"name": "CBS", "symbol": "CBS", "decimals": 18}
{"address":"0x51BA0b044d96C3aBfcA52B64D733603CCC4F0d4D","chainId":56}	{"name": "SUPER-ERC20", "symbol": "SUPER", "decimals": 18}
{"address":"0x2A4F1066A80f85a99dDf1446DFD1B55e567DF860","chainId":56}	{"name": "Jeatcoin", "symbol": "JTC", "decimals": 18}
{"address":"0xF8D94A420f81be5192cfE9FE8062F79841584291","chainId":56}	{"name": "HIVE Token", "symbol": "HIVE", "decimals": 18}
{"address":"0x4300F2F392f14Ebb7071c2dab8824d896Ee1FCFf","chainId":56}	{"name": "ceshiking", "symbol": "ceshiking", "decimals": 18}
{"address":"0x910727378bEeAE44257Fc5b4750Fb8e90F75CFD7","chainId":56}	{"name": "Hummingbirds", "symbol": "HDS", "decimals": 18}
{"address":"0x5dAEC58F902E4c3A3f21ABaa3bAa8590D7844674","chainId":56}	{"name": "BNP Token", "symbol": "BNP", "decimals": 18}
{"address":"0xDe2a8fAC9Ca26A1C58fc35ED3B361B9D746AdD4e","chainId":56}	{"name": "Baby XTN", "symbol": "XTN", "decimals": 18}
{"address":"0xd443E7075638F83Ab5985df6fcFC080d83dA4f97","chainId":56}	{"name": "SaveTheAnimals", "symbol": "STA", "decimals": 18}
{"address":"0xDCC107Ba4C63258E572Eb88a8B56B14BB586B929","chainId":56}	{"name": "FTX Reborn", "symbol": "FTXR", "decimals": 18}
{"address":"0x835A8bA4f5017e39923572f0df3D38Aec53EF4b7","chainId":56}	{"name": "lax", "symbol": "lax", "decimals": 18}
{"address":"0x496BbA7a3dECb3a51314761eE0095809691Cf667","chainId":56}	{"name": "LGBTQ", "symbol": "LG", "decimals": 8}
{"address":"0xEda3866f07566d9379a91A07F8D62e19C03183e0","chainId":56}	{"name": "HashBit-Peg HBIT Token", "symbol": "HBIT", "decimals": 18}
{"address":"0xdA1689C5557564d06E2A546F8FD47350b9D44a73","chainId":56}	{"name": "Bnb LION Inu", "symbol": "BNBLION", "decimals": 9}
{"address":"0x105291Dc7b9B1aDD6d70c8d6D5303c5A204289cB","chainId":56}	{"name": "Blue Marble", "symbol": "BMT", "decimals": 8}
{"address":"0x43a7f889b52d66f98A48265Afb8780c9b965118c","chainId":56}	{"name": "Tether USD", "symbol": "USDT", "decimals": 18}
{"address":"0x4022Eb2dCD7Fd90e8948936E6b7F4fEC18CB9a35","chainId":56}	{"name": "L10NEL MESSI", "symbol": "L10", "decimals": 18}
{"address":"0xc9308bCF5Fa46d728422753D2D5afBc5cDb66b03","chainId":56}	{"name": "Wrapped CREDIT on BSC", "symbol": "WCREDIT", "decimals": 18}
{"address":"0xB4BC210Ca06888424D10D2ED74eEe7Ba69bb9558","chainId":56}	{"name": "DubaiNFT", "symbol": "DUBAI", "decimals": 9}
{"address":"0x87dE6DA4851899a5C7EeA2bfF72A5227Efe95362","chainId":56}	{"name": "MOONDOGToken", "symbol": "MOONDOG", "decimals": 9}
{"address":"0x52F6E840600DB68c54713b78b14EE675330aee8B","chainId":56}	{"name": "Airbnb Token", "symbol": "AIRBNB", "decimals": 18}
{"address":"0x8a6931Ef488ECE71d218DFF85e180eef6149A905","chainId":56}	{"name": "TOPGEMI", "symbol": "TGI", "decimals": 18}
{"address":"0xd64E5d7e133aAea5327300541dC7d02c32d4A2d4","chainId":56}	{"name": "Seven coin", "symbol": "SVN7", "decimals": 18}
{"address":"0xAc6cA9e2fDCA7fE19381329dCd727a68439d4F01","chainId":56}	{"name": "Dwayne The Rock", "symbol": "DTR", "decimals": 10}
{"address":"0xEae7958d10636cde07065bEe7e84A89Da62467e1","chainId":56}	{"name": "NRC", "symbol": "NRC", "decimals": 18}
{"address":"0xC7006B9e57AC5888458007aBFf60E746f2ff4309","chainId":56}	{"name": "100-XII", "symbol": "CXII", "decimals": 18}
{"address":"0x58491b3b96EAf3274Ff6703ED05D01Ba405243Bc","chainId":56}	{"name": "YAKAI", "symbol": "KAI", "decimals": 10}
{"address":"0x700fAC586867D529209f47CA146fB38b0C819700","chainId":56}	{"name": "Earthworm Jim", "symbol": "Jim", "decimals": 18}
{"address":"0x7AA936F04bDaF710950993fD34b96b067415334d","chainId":56}	{"name": "QL", "symbol": "QL", "decimals": 9}
{"address":"0xE4CC01d8bc35Db619c7e20F49f8a8957A6047E60","chainId":56}	{"name": "TestToken02", "symbol": "TST02", "decimals": 18}
{"address":"0x4662e384462D457114F084463D70068c0321AB41","chainId":56}	{"name": "BROZT", "symbol": "BZT", "decimals": 18}
{"address":"0x4E54e98af6DFC20a62F99a4dA379009A6C3BCD52","chainId":56}	{"name": "BROZT", "symbol": "BZT", "decimals": 18}
{"address":"0x45435ce62Fe8B1577a5Ba0Deb3e1DEEfca704D64","chainId":56}	{"name": "Tea", "symbol": "TEA", "decimals": 18}
{"address":"0x73CF73c2503154dE4Dc12067546AA9357DaDAFF2","chainId":56}	{"name": "42-coin", "symbol": "42", "decimals": 8}
{"address":"0xF975b626858c825ed69A4D1D0FA4A8883F6bdF7E","chainId":56}	{"name": "DJPEPE.TV", "symbol": "PepeTV", "decimals": 18}
{"address":"0xFf926Fa8E045Ce2A18F9C914847F0eA239C0D478","chainId":56}	{"name": "LunarLol", "symbol": "LULO", "decimals": 18}
{"address":"0x59CdB133f9299502846f8517EDbfDc33A13fF1D6","chainId":56}	{"name": "Investo", "symbol": "INS", "decimals": 18}
{"address":"0x4d08628712DF67579738E979F2F3952110D4Bc2E","chainId":56}	{"name": "Test1", "symbol": "Test1", "decimals": 18}
{"address":"0x73170E9D0C42762C4728FAcF9095D546E88e433B","chainId":56}	{"name": "31wealth", "symbol": "31wealth", "decimals": 18}
{"address":"0x93502c25E6d74e906dAb5Af134AeF5e9f518D29b","chainId":56}	{"name": "Snoopy", "symbol": "SBO", "decimals": 18}
{"address":"0x3439BaA16Ad653f644fB9F1781113d80590542a5","chainId":56}	{"name": "CloudCoin Finance", "symbol": "CCFI", "decimals": 18}
{"address":"0x3a6aF46E9a5bbAa6959B8af9F95A5599Bfe77EB3","chainId":56}	{"name": "SOCKS", "symbol": "SOCKS", "decimals": 18}
{"address":"0x4094f4366129D6bb30A0a021E027Ae45F90Be133","chainId":56}	{"name": "NFTT", "symbol": "NFTT", "decimals": 18}
{"address":"0x8ed6206b1eb47e89Eee78B77B9f39901C12Ab13E","chainId":56}	{"name": "PSYOP", "symbol": "PSYOP", "decimals": 18}
{"address":"0xE0Df1C1a060Eb7b0f52397Cfc496461B68d46800","chainId":56}	{"name": "ItihadBSC", "symbol": "ITI", "decimals": 18}
{"address":"0x153Bc308F3f013831fCd54C4A18F9374Ab35d8cd","chainId":56}	{"name": "thirdweb", "symbol": "3WEB", "decimals": 18}
{"address":"0xB66b8a0cAb7AC4a0ecfABFDD354a3fCBae9a7BB1","chainId":56}	{"name": "Elunwin", "symbol": "Ewin", "decimals": 18}
{"address":"0x5fAc926Bf1e638944BB16fb5B787B5bA4BC85b0A","chainId":56}	{"name": "Jswap Finance Token", "symbol": "JF", "decimals": 18}
{"address":"0xeeB1D7396C3FCE25d41a045d36fb059701668996","chainId":56}	{"name": "PANDiNU", "symbol": "PANDiNU", "decimals": 9}
{"address":"0x59AB8E18Def4094d45A1a689754fb4F335476390","chainId":56}	{"name": "ReflectBTC", "symbol": "rBTC", "decimals": 9}
{"address":"0x2d133223B851fbdb0110ca6B41b88AF91Fb7f5A0","chainId":56}	{"name": "USDT", "symbol": "USDT", "decimals": 18}
{"address":"0xDC8C2eD720280Cf54856A8865AF7F4de2e16A7A9","chainId":56}	{"name": "COCALAH FUTU", "symbol": "CCLSC", "decimals": 18}
{"address":"0x5441797214a7C408d256151a3848870a4F57D26E","chainId":56}	{"name": "LATIFAH", "symbol": "COCABAE", "decimals": 18}
{"address":"0xB3Ce0Fa3a6c97Edc626B583B66C1a017B4c17031","chainId":56}	{"name": "Evermars", "symbol": "EMARS", "decimals": 18}
{"address":"0x94640e51d4D6C24d373E0756B5780CB45559E4D7","chainId":56}	{"name": "ЦАРЬ", "symbol": "HTTPS://DR", "decimals": 18}
{"address":"0xA5A2039e4b71766021a6880Eb685de9eED0A94C2","chainId":56}	{"name": "Timmy Turner", "symbol": "TMT", "decimals": 9}
{"address":"0xE73Ea61D9d3A8769f4638fC1F56F946F4927Ead8","chainId":56}	{"name": "V COIN", "symbol": "VCO", "decimals": 10}
{"address":"0x15f4C0353d4A0fffDDD377cF64D6fD711Dfa737A","chainId":56}	{"name": "overlin", "symbol": "olN", "decimals": 18}
{"address":"0xC42ACb34a81024b5b7913fB3e036F52543C1ca71","chainId":56}	{"name": "WAGNER", "symbol": "WGNR", "decimals": 18}
{"address":"0x4f34E19eA0582262165a265D64e5a9670757c8B3","chainId":56}	{"name": "GRT", "symbol": "GRT", "decimals": 18}
{"address":"0x3179F1e4da75183ad9E54A01595a2b460fa40b8B","chainId":56}	{"name": "Milady", "symbol": "Inu", "decimals": 18}
{"address":"0x433E181D547b7d09C02c1617415f0903F296fC25","chainId":56}	{"name": "UpVance", "symbol": "UPVN", "decimals": 18}
{"address":"0x30f31473A8C217F34E991570e4b1D6C04429Aa61","chainId":56}	{"name": "CODToken", "symbol": "COD", "decimals": 8}
{"address":"0xc169361Db32862fCcC7A6619785Bc3876a242E4b","chainId":56}	{"name": "DiGitCoin", "symbol": "DGC", "decimals": 18}
{"address":"0x4DaB69B8342A9e0Fc6796052E0fd88b8bbfAB166","chainId":56}	{"name": "Alaknanda", "symbol": "ANA", "decimals": 18}
{"address":"0x47aa757cBf71122efe76A249b74CE78b4970C15C","chainId":56}	{"name": "EmeToken", "symbol": "EME", "decimals": 18}
{"address":"0x27c568f2a17cA86FfA5c0cA55c97b8a13Ea3B7ED","chainId":56}	{"name": "Cub Finance", "symbol": "CUB", "decimals": 18}
{"address":"0xa4649e73CFD03DD1c55608E87aF6d8Ced8f8ff7d","chainId":56}	{"name": "Sonic Moon", "symbol": "SCM", "decimals": 9}
{"address":"0x7Bd064B6E29eDcDa4674935C760cE828a4039657","chainId":56}	{"name": "Sashimi Token", "symbol": "SASHI", "decimals": 18}
{"address":"0xF125996219ab5F9a5A5CfF8c061A2282f1FE03d2","chainId":56}	{"name": "Nexter Web token", "symbol": "NEXR", "decimals": 18}
{"address":"0x4bc3F9Fe26a1A36fbb6a38827985Be698D4d254e","chainId":56}	{"name": "SPEXYFUN", "symbol": "XP", "decimals": 10}
{"address":"0x89e14bdB959C27bC268402C2dFD4885c781F047C","chainId":56}	{"name": "StepFox Robors", "symbol": "SFR", "decimals": 18}
{"address":"0x6D86f0a41C3966CeF8ea139648DB707E912563C9","chainId":56}	{"name": "mCoin", "symbol": "MCOIN", "decimals": 18}
{"address":"0x115f74D59b8A509C5bA2a9772AA8b8131ac0d236","chainId":56}	{"name": "GAMMA0", "symbol": "Γ0", "decimals": 18}
{"address":"0x5e00818072E3e6dAa339E33594728708b9Fb37Cf","chainId":56}	{"name": "Ryan Gosling", "symbol": "RYAN", "decimals": 10}
{"address":"0xD28563F95F0acf712650455bD4C451258bc2DeEb","chainId":56}	{"name": "KOZAKGOLD", "symbol": "kozakgold", "decimals": 18}
{"address":"0x9B31636898d933c21dFc82538035c2964716453d","chainId":56}	{"name": "Penguin", "symbol": "WAK", "decimals": 18}
{"address":"0xBAA9F8C749B07c2959014DcB66CCF7A5F5a56Aca","chainId":56}	{"name": "USDT Gold", "symbol": "USGD", "decimals": 18}
{"address":"0xB93ee4522C44Ef4cD7EE8c83B9Fe1A421b4b42C3","chainId":56}	{"name": "Metatime", "symbol": "MTC", "decimals": 18}
{"address":"0xb93Dab50c96B90C63B590bcafa91Bf2FDd8403AF","chainId":56}	{"name": "FomoBSC", "symbol": "FOMO", "decimals": 18}
{"address":"0x7e568B68A4De1A1099E42f0389D8872c1ea66eD6","chainId":56}	{"name": "Hot Lips", "symbol": "HLS", "decimals": 18}
{"address":"0x3542a28854c5243656FA5cfA1A2811a32E28C1c8","chainId":56}	{"name": "Capitalrock", "symbol": "CR", "decimals": 18}
{"address":"0x146D0DBC5be69c1b3A12E7B29761362d2f577c74","chainId":56}	{"name": "STOPPY", "symbol": "STOPPY", "decimals": 18}
{"address":"0x4197C6EF3879a08cD51e5560da5064B773aa1d29","chainId":56}	{"name": "ACryptoS", "symbol": "ACS", "decimals": 18}
{"address":"0xDD97813807000f2A8036FDD15B0340f57B0863c1","chainId":56}	{"name": "Sakam Ecosystem", "symbol": "SAK", "decimals": 8}
{"address":"0xdD8da75f29B3B2Abb6981C00b3F5deAB44203C7B","chainId":56}	{"name": "Nani Coin", "symbol": "NANI", "decimals": 9}
{"address":"0x9e7fbbe00135260C39d0071800028a4123d394A1","chainId":56}	{"name": "Amidi Tokenized Real Estate", "symbol": "ATRE", "decimals": 18}
{"address":"0xd114D4436f714dE79F0CB7eB3DB28d873E60602e","chainId":56}	{"name": "EBC", "symbol": "EBC", "decimals": 18}
{"address":"0x0173295183685F27C84db046B5F0bea3e683c24b","chainId":56}	{"name": "Cat", "symbol": "CAT", "decimals": 18}
{"address":"0xDAA105e49A6A94D64D323Af74F4877A35e0A5B6D","chainId":56}	{"name": "KoreaMagicKernel", "symbol": "KMK", "decimals": 8}
{"address":"0xB2B73feC94819CE49E311e47C4c9A8a97799355b","chainId":56}	{"name": "t1", "symbol": "t1", "decimals": 18}
{"address":"0x373789342400c85aacC68e85d019fFC338041ad6","chainId":56}	{"name": "LNM", "symbol": "LNM", "decimals": 18}
{"address":"0x3De926C73273608e2469764dF358b5bF2287b8b2","chainId":56}	{"name": "OnePiece Token", "symbol": "ONEPIE", "decimals": 18}
{"address":"0x92aAEC248409B3cf66560E3CaABcB76Ea3A1534A","chainId":56}	{"name": "Maverick", "symbol": "MAV", "decimals": 18}
{"address":"0x50741e1f913482b0ed2DdC6a79DE50e1D0e317a9","chainId":56}	{"name": "REAL LIFE ASSET", "symbol": "RLF", "decimals": 9}
{"address":"0xCAbCDEEb3d67E2E8078788BeE9AEa2A8D8937974","chainId":56}	{"name": "WolvesCoin", "symbol": "WOC", "decimals": 18}
{"address":"0xdc7E98D81e2542f1b2b6E39Ce708Dc55e3a17383","chainId":56}	{"name": "Papi", "symbol": "PAPI", "decimals": 18}
{"address":"0xA1A4DC8cd596DF86E2f055565B8ba5631510572f","chainId":56}	{"name": "EURODOLLAR", "symbol": "EDDIE", "decimals": 18}
{"address":"0x49cA16FED9e11E9d8dF2D1bdd1Ee8E4737A15E0a","chainId":56}	{"name": "TheMaze", "symbol": "TMZ", "decimals": 8}
{"address":"0x00000065cBADeAD116136940b302F938284f2BDc","chainId":56}	{"name": "Poop", "symbol": "POOP", "decimals": 18}
{"address":"0x7Db487a957e8871Ad3D3121BEb4D406800CcE2CD","chainId":56}	{"name": "PROMETHEUS", "symbol": "TEUS", "decimals": 18}
{"address":"0xAe684304A4a796eA1Cd81BD8141ceA7F64E6CFAC","chainId":56}	{"name": "Kabir", "symbol": "KAB", "decimals": 18}
{"address":"0x36273BCDbC7FcFC5D9A96D9eBc05980B1d92Ea86","chainId":56}	{"name": "METALLICA", "symbol": "METAL", "decimals": 18}
{"address":"0x1411d92BAD1ddeb48888B44F932D0Bcf00fC45F1","chainId":56}	{"name": "PepeLux", "symbol": "PepeLux", "decimals": 18}
{"address":"0xcD4Dfe6e2b53c8AbeF479da53a1151B40044411E","chainId":56}	{"name": "Pyongyang Pumpers", "symbol": "PYP", "decimals": 18}
{"address":"0x598642F59c0366643C6F9ee3252cBB3Ef1524C51","chainId":56}	{"name": "ONE GOOD TOKEN", "symbol": "OGT", "decimals": 18}
{"address":"0x781eA2b6bc5502CE2282E5D021144cf81587C800","chainId":56}	{"name": "Maple Story N", "symbol": "MSN", "decimals": 9}
{"address":"0x8B025f2dAd998C2983Cc1Bf23d5ebe65124F0fe1","chainId":56}	{"name": "BabyAMA", "symbol": "BAMA", "decimals": 18}
{"address":"0x8542A29a15f1412682196667304596fbB26A6f22","chainId":56}	{"name": "AIverse", "symbol": "AIV", "decimals": 18}
{"address":"0x515e62a3Ac560FD5dF08536D08336e63aed3B182","chainId":56}	{"name": "SMP Finance", "symbol": "SMPF", "decimals": 18}
{"address":"0x865D9326674785548d07011611f1E79b2390532b","chainId":56}	{"name": "Tradease Token", "symbol": "TRE", "decimals": 18}
{"address":"0x4187339fCb07361E3F4498dA2f76F3718A50403d","chainId":56}	{"name": "FORE Protocol", "symbol": "FORE", "decimals": 18}
{"address":"0xCf5Bb5d9fc8304A631Aed740Ec8cbB8796a1E572","chainId":56}	{"name": "SafeMoon New Era", "symbol": "SFMN", "decimals": 18}
{"address":"0x494E1983c567572567646B674b8c921d555C12f5","chainId":56}	{"name": "XBITU COIN", "symbol": "XBITU", "decimals": 18}
{"address":"0x9316dE0A8bB58028a0A03ee7a240E1fd438974c3","chainId":56}	{"name": "DBK Token", "symbol": "DBK", "decimals": 18}
{"address":"0x0333a6F6b21B9b5EefF9c6b5a68aDdb3df67Ff6b","chainId":56}	{"name": "El Wey", "symbol": "WEY", "decimals": 18}
{"address":"0x37521fd60683576BbFc01D15865B7DBcb0548688","chainId":56}	{"name": "Capybara Token", "symbol": "CPB", "decimals": 18}
{"address":"0x4BC7fD823CbeF09fEBFaA6ae26a4A35DC5190fc7","chainId":56}	{"name": "TypeIt", "symbol": "TYPE", "decimals": 18}
{"address":"0x4340cBd1f1D4CAb867eb57b3BCe1A9b38A1828d8","chainId":56}	{"name": "FlamePepe", "symbol": "FLAMPEPE", "decimals": 8}
{"address":"0x3C8464d9C2b9DDAf99BD1613Eb8D819f4614E3Cc","chainId":56}	{"name": "USDT", "symbol": "USDT", "decimals": 6}
{"address":"0x5be76f1A9A78C450fA777B8E43AB890157A8EAA2","chainId":56}	{"name": "Fart", "symbol": "FAT", "decimals": 8}
{"address":"0x6ae8Ec7eB8a8b22e3b1c548F82307Fee2b4ba895","chainId":56}	{"name": "Greencoin", "symbol": "GCT", "decimals": 18}
{"address":"0xc02794f97FccaDb5A0E0F61f0B1d9200Fc4CF58b","chainId":56}	{"name": "Pulsex Token", "symbol": "PLX", "decimals": 18}
{"address":"0xF542aC438CF8Cd4477A1fc7aB88ADDA5426d55Ed","chainId":56}	{"name": "Mike", "symbol": "MKT", "decimals": 18}
{"address":"0x08AeD9E66eF358B1F57266b0B52C8bEdCDcc99Fc","chainId":56}	{"name": "Hint Swap", "symbol": "HNTS", "decimals": 18}
{"address":"0x4E477898F839c7c573Ef3787Ca8C13681a87a1FF","chainId":56}	{"name": "MEGAMAN INU", "symbol": "MEGAMAN", "decimals": 18}
{"address":"0x83d67F9499807772e943D62970E9aF50161B47D0","chainId":56}	{"name": "Governance Algo", "symbol": "gALGO", "decimals": 6}
{"address":"0x3E2aC8D7ff228003b543037fBA982A9e780e9e12","chainId":56}	{"name": "SHISO Coin", "symbol": "SHISO", "decimals": 18}
{"address":"0xCed0C082DD4d4caBC88Be0B4EecB88903Cb4D99d","chainId":56}	{"name": "AIverse", "symbol": "AIV", "decimals": 18}
{"address":"0x72f74Fb5382a7A49B5c6e8437A04D65bf2ff5736","chainId":56}	{"name": "Wrapped Ruble", "symbol": "WRUB", "decimals": 18}
{"address":"0x3Ce5B8c912ea8A270d63397990EB263B19987D6c","chainId":56}	{"name": "KABAN Coin", "symbol": "KBN", "decimals": 18}
{"address":"0x1771e09AA158FF28bd1D97D6B31527075753f4c3","chainId":56}	{"name": "Quantemo", "symbol": "QEMO", "decimals": 18}
{"address":"0x4c81CcDE14DEbE08Ff7D1896DB0dF2BcB988B75d","chainId":56}	{"name": "Tate Org", "symbol": "TATE", "decimals": 18}
{"address":"0x37140DeA3b9d66A941a6030806E70168B8b8b904","chainId":56}	{"name": "BPAY", "symbol": "BPAY", "decimals": 18}
{"address":"0x64f8ABffe3f5e31967C8380Cf7Aab66d6f6f8EB8","chainId":56}	{"name": "PEPE CRY", "symbol": "PEPEC", "decimals": 18}
{"address":"0x2A11B51D5370F0E693278342B1E5593ba0fd2C0D","chainId":56}	{"name": "Xone Token", "symbol": "XONE", "decimals": 9}
{"address":"0x98c1A36ae9E518e9308c90194fE9B1Dd76D7ab32","chainId":56}	{"name": "KERMIT 2.0", "symbol": "KERMIT2.0", "decimals": 9}
{"address":"0xbbf33a3c83Cf86D0965A66E108669D272DFE4214","chainId":56}	{"name": "Eifi", "symbol": "EiFI", "decimals": 8}
{"address":"0x6e4879cCd0cB3b9eb516D0FC5F3BC03CDF568B22","chainId":56}	{"name": "pondasdog", "symbol": "pondog", "decimals": 18}
{"address":"0xa54409faf6C76417c0F49233943df41EA96200A5","chainId":56}	{"name": "Chain boundary communication", "symbol": "CBC", "decimals": 18}
{"address":"0x740b893664a14f371bAe4Fc0aC1C88c349Bd726d","chainId":56}	{"name": "INNERG COIN", "symbol": "INRG", "decimals": 18}
{"address":"0x16D4929752E11bC38A7F005A7d0C15EA151875EE","chainId":56}	{"name": "Madona", "symbol": "MADONA", "decimals": 18}
{"address":"0x11cA6171c5307Afbc4059F9b36895025886aAc17","chainId":56}	{"name": "CAT COIN", "symbol": "CATO", "decimals": 18}
{"address":"0xF46e62998281748D2DFf7794a7bAdC2c51E58829","chainId":56}	{"name": "TEST Token", "symbol": "TEST", "decimals": 18}
{"address":"0x4eB39Cb072F3c6cDB2163308946254000bDE1D52","chainId":56}	{"name": "TROY", "symbol": "TROY", "decimals": 9}
{"address":"0xcF8847dCa5e97e723792E6Fc6410c2C29bd22e5C","chainId":56}	{"name": "GWCTOKEN", "symbol": "GWC", "decimals": 18}
{"address":"0x6f1e7f5a7133141B4cBD03ac0EB76c470802B305","chainId":56}	{"name": "TypeIt", "symbol": "TYPE", "decimals": 18}
{"address":"0x1D44bBcCe23C105215AC3A910F458b65f6D6D88a","chainId":56}	{"name": "A", "symbol": "A", "decimals": 18}
{"address":"0x4cd35d1B3D70332f8656b7cc335e35f461e2c38a","chainId":56}	{"name": "B", "symbol": "B", "decimals": 18}
{"address":"0x8cE2f68F77540C7e12ad4B90428b8b6B7F26691A","chainId":56}	{"name": "WORLD ID", "symbol": "WOID", "decimals": 18}
{"address":"0x7dC18ab89E9323506488d10F67BA28441c8C868E","chainId":56}	{"name": "Rooster", "symbol": "ROOSTER", "decimals": 18}
{"address":"0x54E117e41E4A1629759720925Dd32262Af465Ab0","chainId":56}	{"name": "SBTDAO", "symbol": "SBTDAO", "decimals": 18}
{"address":"0xf8809f05A5bfE1Cd42E9cDa832E88cA924471Ed9","chainId":56}	{"name": "LEAF UNDER STONE", "symbol": "LUS", "decimals": 18}
{"address":"0x42fA9fbf92852b3f7b0A2816B00357C8541D2B53","chainId":56}	{"name": "Hello Kitty", "symbol": "Kitty", "decimals": 9}
{"address":"0xb4233F7222D520A1863304905bfD887c060313B3","chainId":56}	{"name": "golden phoenix", "symbol": "GPX", "decimals": 18}
{"address":"0x56b8Bc9003f9f75fbeb1566967085ac889A4Fb61","chainId":56}	{"name": "bibi2.0", "symbol": "bibi2.0", "decimals": 18}
{"address":"0x2a3d0fA6A4057d3e16627fE99c1D253e3B462608","chainId":56}	{"name": "PEPE3 Last Chance", "symbol": "PEPE3VIP", "decimals": 18}
{"address":"0x8b303d5BbfBbf46F1a4d9741E491e06986894e18","chainId":56}	{"name": "Woonkly Power", "symbol": "WOOP", "decimals": 18}
{"address":"0x2F34E700031281873B8Dd7557BC14b1e247bEb62","chainId":56}	{"name": "BSC New Assets Token", "symbol": "BNAT", "decimals": 8}
{"address":"0x460F1a4746519D4fAA23Cf38BACEbBd2c1150E0a","chainId":56}	{"name": "NFT Coin", "symbol": "NFTC", "decimals": 8}
{"address":"0x0782b6d8c4551B9760e74c0545a9bCD90bdc41E5","chainId":56}	{"name": "Lista USD", "symbol": "lisUSD", "decimals": 18}
{"address":"0xDd7041FFab6cF4C48086E4824a36f176B712c01E","chainId":56}	{"name": "Ethereum", "symbol": "ETH", "decimals": 8}
{"address":"0xAB6B326f8569d7dD0bbf7f0d9d864Cc85895B492","chainId":56}	{"name": "PIGLETToken", "symbol": "PIGLET", "decimals": 18}
{"address":"0x51d9aB40FF21f5172B33e3909d94abdC6D542679","chainId":56}	{"name": "CHI Coin", "symbol": "CHI", "decimals": 18}
{"address":"0x0bD04cF53aE436E8e210c23F733a5a09eF6bbbc8","chainId":56}	{"name": "WAGNER", "symbol": "PMC", "decimals": 18}
